position,RM
minutes,497.0
passes_completed,169.0
passes,264.0
dribbles_completed,7.0
dribbles,19.0
passes_completed_short,92.0
passes_short,116.0
passes_completed_medium,49.0
passes_medium,73.0
passes_completed_long,25.0
passes_long,57.0
passes_total_distance,3086.0
passes_free_kicks,0.0
through_balls,1.0
passes_pressure,51.0
passes_switches,13.0
crosses,26.0
corner_kicks,3.0
passes_intercepted,7.0
passes_blocked,19.0
dispossessed,9.0
goals,0.0
assists,2.0
pens_made,0.0
pens_att,0.0
shots_total,7.0
shots_on_target,0.0
sca,14.0
gca,3.0
xg,0.5
crosses_into_penalty_area,4.0
passes_into_final_third,14.0
passes_into_penalty_area,8.0
progressive_passes,22.0
carry_progressive_distance,645.0
assisted_shots,10.0
fouled,5.0
pens_won,0.0
tackles,14.0
interceptions,3.0
blocks,7.0
tackles_won,4.0
dribble_tackles,3.0
dribbles_vs,12.0
pressures,109.0
pressure_regains,32.0
clearances,5.0
errors,0.0
aerials_won,1.0
aerials_lost,4.0
ball_recoveries,51.0
pens_conceded,1.0
fouls,4.0
cards_yellow_red,0.0
