position,AM
minutes,90
passes_completed,26
passes,35
dribbles_completed,0
dribbles,1
passes_completed_short,15
passes_short,18
passes_completed_medium,5
passes_medium,6
passes_completed_long,4
passes_long,9
passes_total_distance,420
passes_free_kicks,5
through_balls,0
passes_pressure,9
passes_switches,3
crosses,5
corner_kicks,2
passes_intercepted,0
passes_blocked,2
dispossessed,1
goals,0
assists,0
pens_made,0
pens_att,0
shots_total,1
shots_on_target,0
sca,4
gca,0
xg,0.1
crosses_into_penalty_area,0
passes_into_final_third,2
passes_into_penalty_area,2
progressive_passes,3
carry_progressive_distance,146
assisted_shots,1
fouled,4
pens_won,0
tackles,0
interceptions,0
blocks,0
tackles_won,0
dribble_tackles,0
dribbles_vs,0
pressures,11
pressure_regains,2
clearances,0
errors,0
aerials_won,0
aerials_lost,0
ball_recoveries,3
pens_conceded,0
fouls,1
cards_yellow_red,0
