position,RB
minutes,90
passes_completed,32
passes,45
dribbles_completed,0
dribbles,2
passes_completed_short,15
passes_short,17
passes_completed_medium,17
passes_medium,21
passes_completed_long,0
passes_long,6
passes_total_distance,518
passes_free_kicks,3
through_balls,0
passes_pressure,11
passes_switches,0
crosses,1
corner_kicks,0
passes_intercepted,1
passes_blocked,1
dispossessed,2
goals,0
assists,0
pens_made,0
pens_att,0
shots_total,0
shots_on_target,0
sca,0
gca,0
xg,0.0
crosses_into_penalty_area,0
passes_into_final_third,0
passes_into_penalty_area,0
progressive_passes,4
carry_progressive_distance,72
assisted_shots,0
fouled,1
pens_won,0
tackles,3
interceptions,0
blocks,2
tackles_won,3
dribble_tackles,1
dribbles_vs,4
pressures,21
pressure_regains,9
clearances,3
errors,0
aerials_won,1
aerials_lost,1
ball_recoveries,12
pens_conceded,0
fouls,2
cards_yellow_red,0
