position,LM
minutes,345.0
passes_completed,104.0
passes,132.0
dribbles_completed,10.0
dribbles,20.0
passes_completed_short,51.0
passes_short,59.0
passes_completed_medium,34.0
passes_medium,41.0
passes_completed_long,16.0
passes_long,21.0
passes_total_distance,1813.0
passes_free_kicks,1.0
through_balls,0.0
passes_pressure,35.0
passes_switches,4.0
crosses,3.0
corner_kicks,3.0
passes_intercepted,1.0
passes_blocked,9.0
dispossessed,6.0
goals,0.0
assists,0.0
pens_made,0.0
pens_att,0.0
shots_total,4.0
shots_on_target,1.0
sca,6.0
gca,0.0
xg,0.6000000000000001
crosses_into_penalty_area,0.0
passes_into_final_third,5.0
passes_into_penalty_area,3.0
progressive_passes,11.0
carry_progressive_distance,715.0
assisted_shots,4.0
fouled,2.0
pens_won,0.0
tackles,6.0
interceptions,3.0
blocks,3.0
tackles_won,5.0
dribble_tackles,2.0
dribbles_vs,5.0
pressures,48.0
pressure_regains,23.0
clearances,3.0
errors,1.0
aerials_won,2.0
aerials_lost,1.0
ball_recoveries,19.0
pens_conceded,0.0
fouls,0.0
cards_yellow_red,0.0
