position,RW
minutes,663.0
passes_completed,86.0
passes,138.0
dribbles_completed,11.0
dribbles,29.0
passes_completed_short,58.0
passes_short,76.0
passes_completed_medium,19.0
passes_medium,39.0
passes_completed_long,7.0
passes_long,10.0
passes_total_distance,1243.0
passes_free_kicks,1.0
through_balls,1.0
passes_pressure,41.0
passes_switches,1.0
crosses,16.0
corner_kicks,0.0
passes_intercepted,5.0
passes_blocked,13.0
dispossessed,21.0
goals,3.0
assists,0.0
pens_made,0.0
pens_att,0.0
shots_total,12.0
shots_on_target,5.0
sca,7.0
gca,0.0
xg,2.3
crosses_into_penalty_area,1.0
passes_into_final_third,2.0
passes_into_penalty_area,6.0
progressive_passes,10.0
carry_progressive_distance,1245.0
assisted_shots,2.0
fouled,10.0
pens_won,0.0
tackles,23.0
interceptions,2.0
blocks,20.0
tackles_won,13.0
dribble_tackles,5.0
dribbles_vs,16.0
pressures,247.0
pressure_regains,69.0
clearances,7.0
errors,0.0
aerials_won,7.0
aerials_lost,32.0
ball_recoveries,34.0
pens_conceded,0.0
fouls,9.0
cards_yellow_red,0.0
