position,RB
minutes,911.0
passes_completed,767.0
passes,880.0
dribbles_completed,28.0
dribbles,42.0
passes_completed_short,338.0
passes_short,366.0
passes_completed_medium,338.0
passes_medium,379.0
passes_completed_long,87.0
passes_long,115.0
passes_total_distance,13950.0
passes_free_kicks,6.0
through_balls,4.0
passes_pressure,113.0
passes_switches,20.0
crosses,26.0
corner_kicks,1.0
passes_intercepted,15.0
passes_blocked,17.0
dispossessed,9.0
goals,0.0
assists,0.0
pens_made,0.0
pens_att,0.0
shots_total,11.0
shots_on_target,4.0
sca,29.0
gca,1.0
xg,0.2
crosses_into_penalty_area,2.0
passes_into_final_third,76.0
passes_into_penalty_area,13.0
progressive_passes,61.0
carry_progressive_distance,2112.0
assisted_shots,10.0
fouled,6.0
pens_won,0.0
tackles,36.0
interceptions,12.0
blocks,9.0
tackles_won,21.0
dribble_tackles,18.0
dribbles_vs,40.0
pressures,142.0
pressure_regains,48.0
clearances,22.0
errors,1.0
aerials_won,17.0
aerials_lost,15.0
ball_recoveries,114.0
pens_conceded,0.0
fouls,10.0
cards_yellow_red,0.0
