position,GK
minutes,2520.0
passes_completed,441.0
passes,815.0
dribbles_completed,2.0
dribbles,2.0
passes_completed_short,51.0
passes_short,55.0
passes_completed_medium,146.0
passes_medium,149.0
passes_completed_long,243.0
passes_long,609.0
passes_total_distance,17431.0
passes_free_kicks,103.0
through_balls,0.0
passes_pressure,99.0
passes_switches,34.0
crosses,0.0
corner_kicks,0.0
passes_intercepted,4.0
passes_blocked,2.0
dispossessed,0.0
goals,0.0
assists,0.0
pens_made,0.0
pens_att,0.0
shots_total,0.0
shots_on_target,0.0
sca,4.0
gca,0.0
xg,0.0
crosses_into_penalty_area,0.0
passes_into_final_third,27.0
passes_into_penalty_area,1.0
progressive_passes,0.0
carry_progressive_distance,1058.0
assisted_shots,1.0
fouled,3.0
pens_won,0.0
tackles,0.0
interceptions,0.0
blocks,0.0
tackles_won,0.0
dribble_tackles,0.0
dribbles_vs,0.0
pressures,1.0
pressure_regains,1.0
clearances,0.0
errors,2.0
aerials_won,0.0
aerials_lost,0.0
ball_recoveries,117.0
pens_conceded,0.0
fouls,1.0
cards_yellow_red,0.0
