position,AM
minutes,636.0
passes_completed,337.0
passes,432.0
dribbles_completed,3.0
dribbles,5.0
passes_completed_short,166.0
passes_short,185.0
passes_completed_medium,129.0
passes_medium,157.0
passes_completed_long,34.0
passes_long,72.0
passes_total_distance,5876.0
passes_free_kicks,10.0
through_balls,2.0
passes_pressure,95.0
passes_switches,9.0
crosses,5.0
corner_kicks,1.0
passes_intercepted,11.0
passes_blocked,7.0
dispossessed,11.0
goals,1.0
assists,0.0
pens_made,0.0
pens_att,0.0
shots_total,14.0
shots_on_target,3.0
sca,22.0
gca,0.0
xg,1.7000000000000002
crosses_into_penalty_area,0.0
passes_into_final_third,32.0
passes_into_penalty_area,6.0
progressive_passes,49.0
carry_progressive_distance,1156.0
assisted_shots,8.0
fouled,13.0
pens_won,0.0
tackles,28.0
interceptions,3.0
blocks,14.0
tackles_won,15.0
dribble_tackles,14.0
dribbles_vs,28.0
pressures,132.0
pressure_regains,31.0
clearances,7.0
errors,1.0
aerials_won,9.0
aerials_lost,13.0
ball_recoveries,87.0
pens_conceded,0.0
fouls,13.0
cards_yellow_red,0.0
