position,FW
minutes,960.0
passes_completed,217.0
passes,268.0
dribbles_completed,19.0
dribbles,29.0
passes_completed_short,138.0
passes_short,153.0
passes_completed_medium,58.0
passes_medium,74.0
passes_completed_long,12.0
passes_long,17.0
passes_total_distance,3124.0
passes_free_kicks,0.0
through_balls,7.0
passes_pressure,84.0
passes_switches,4.0
crosses,4.0
corner_kicks,0.0
passes_intercepted,6.0
passes_blocked,16.0
dispossessed,28.0
goals,5.0
assists,3.0
pens_made,0.0
pens_att,0.0
shots_total,34.0
shots_on_target,18.0
sca,39.0
gca,5.0
xg,4.699999999999999
crosses_into_penalty_area,0.0
passes_into_final_third,11.0
passes_into_penalty_area,8.0
progressive_passes,26.0
carry_progressive_distance,1056.0
assisted_shots,16.0
fouled,13.0
pens_won,2.0
tackles,6.0
interceptions,1.0
blocks,9.0
tackles_won,5.0
dribble_tackles,3.0
dribbles_vs,10.0
pressures,193.0
pressure_regains,56.0
clearances,5.0
errors,0.0
aerials_won,3.0
aerials_lost,29.0
ball_recoveries,42.0
pens_conceded,0.0
fouls,24.0
cards_yellow_red,0.0
