position,CM
minutes,35
passes_completed,22
passes,33
dribbles_completed,1
dribbles,4
passes_completed_short,10
passes_short,11
passes_completed_medium,8
passes_medium,13
passes_completed_long,3
passes_long,8
passes_total_distance,375
passes_free_kicks,2
through_balls,0
passes_pressure,0
passes_switches,1
crosses,3
corner_kicks,5
passes_intercepted,2
passes_blocked,1
dispossessed,1
goals,0
assists,0
pens_made,0
pens_att,0
shots_total,3
shots_on_target,2
sca,2
gca,0
xg,0.3
crosses_into_penalty_area,0
passes_into_final_third,2
passes_into_penalty_area,0
progressive_passes,1
carry_progressive_distance,186
assisted_shots,1
fouled,0
pens_won,0
tackles,0
interceptions,1
blocks,0
tackles_won,0
dribble_tackles,0
dribbles_vs,0
pressures,3
pressure_regains,1
clearances,0
errors,0
aerials_won,0
aerials_lost,0
ball_recoveries,2
pens_conceded,0
fouls,0
cards_yellow_red,0
