position,LB
minutes,364.0
passes_completed,158.0
passes,195.0
dribbles_completed,9.0
dribbles,12.0
passes_completed_short,80.0
passes_short,91.0
passes_completed_medium,65.0
passes_medium,82.0
passes_completed_long,13.0
passes_long,20.0
passes_total_distance,2680.0
passes_free_kicks,0.0
through_balls,0.0
passes_pressure,40.0
passes_switches,3.0
crosses,5.0
corner_kicks,0.0
passes_intercepted,2.0
passes_blocked,6.0
dispossessed,6.0
goals,0.0
assists,1.0
pens_made,0.0
pens_att,0.0
shots_total,0.0
shots_on_target,0.0
sca,9.0
gca,1.0
xg,0.0
crosses_into_penalty_area,1.0
passes_into_final_third,5.0
passes_into_penalty_area,3.0
progressive_passes,11.0
carry_progressive_distance,539.0
assisted_shots,6.0
fouled,5.0
pens_won,0.0
tackles,7.0
interceptions,5.0
blocks,4.0
tackles_won,4.0
dribble_tackles,0.0
dribbles_vs,2.0
pressures,45.0
pressure_regains,17.0
clearances,8.0
errors,1.0
aerials_won,4.0
aerials_lost,4.0
ball_recoveries,35.0
pens_conceded,0.0
fouls,2.0
cards_yellow_red,0.0
