position,RW
minutes,938.0
passes_completed,392.0
passes,505.0
dribbles_completed,50.0
dribbles,64.0
passes_completed_short,170.0
passes_short,203.0
passes_completed_medium,157.0
passes_medium,196.0
passes_completed_long,60.0
passes_long,85.0
passes_total_distance,7531.0
passes_free_kicks,0.0
through_balls,0.0
passes_pressure,118.0
passes_switches,29.0
crosses,35.0
corner_kicks,8.0
passes_intercepted,7.0
passes_blocked,22.0
dispossessed,22.0
goals,2.0
assists,5.0
pens_made,0.0
pens_att,0.0
shots_total,17.0
shots_on_target,4.0
sca,52.0
gca,8.0
xg,1.7
crosses_into_penalty_area,6.0
passes_into_final_third,21.0
passes_into_penalty_area,24.0
progressive_passes,54.0
carry_progressive_distance,2871.0
assisted_shots,26.0
fouled,12.0
pens_won,1.0
tackles,9.0
interceptions,10.0
blocks,9.0
tackles_won,5.0
dribble_tackles,3.0
dribbles_vs,7.0
pressures,151.0
pressure_regains,36.0
clearances,3.0
errors,0.0
aerials_won,5.0
aerials_lost,14.0
ball_recoveries,59.0
pens_conceded,0.0
fouls,12.0
cards_yellow_red,0.0
