position,AM
minutes,45.0
passes_completed,16.0
passes,22.0
dribbles_completed,3.0
dribbles,7.0
passes_completed_short,8.0
passes_short,9.0
passes_completed_medium,6.0
passes_medium,8.0
passes_completed_long,2.0
passes_long,5.0
passes_total_distance,265.0
passes_free_kicks,0.0
through_balls,0.0
passes_pressure,4.0
passes_switches,2.0
crosses,2.0
corner_kicks,1.0
passes_intercepted,0.0
passes_blocked,0.0
dispossessed,2.0
goals,0.0
assists,0.0
pens_made,0.0
pens_att,0.0
shots_total,1.0
shots_on_target,0.0
sca,3.0
gca,1.0
xg,0.1
crosses_into_penalty_area,1.0
passes_into_final_third,0.0
passes_into_penalty_area,1.0
progressive_passes,0.0
carry_progressive_distance,124.0
assisted_shots,1.0
fouled,1.0
pens_won,1.0
tackles,0.0
interceptions,0.0
blocks,0.0
tackles_won,0.0
dribble_tackles,0.0
dribbles_vs,1.0
pressures,9.0
pressure_regains,2.0
clearances,0.0
errors,0.0
aerials_won,0.0
aerials_lost,0.0
ball_recoveries,4.0
pens_conceded,0.0
fouls,3.0
cards_yellow_red,0.0
