position,RB
minutes,811.0
passes_completed,535.0
passes,639.0
dribbles_completed,4.0
dribbles,7.0
passes_completed_short,233.0
passes_short,251.0
passes_completed_medium,232.0
passes_medium,260.0
passes_completed_long,63.0
passes_long,108.0
passes_total_distance,9825.0
passes_free_kicks,12.0
through_balls,0.0
passes_pressure,79.0
passes_switches,11.0
crosses,15.0
corner_kicks,3.0
passes_intercepted,10.0
passes_blocked,17.0
dispossessed,7.0
goals,0.0
assists,0.0
pens_made,0.0
pens_att,0.0
shots_total,2.0
shots_on_target,0.0
sca,13.0
gca,1.0
xg,0.0
crosses_into_penalty_area,4.0
passes_into_final_third,46.0
passes_into_penalty_area,9.0
progressive_passes,58.0
carry_progressive_distance,1546.0
assisted_shots,6.0
fouled,13.0
pens_won,0.0
tackles,20.0
interceptions,5.0
blocks,10.0
tackles_won,8.0
dribble_tackles,5.0
dribbles_vs,11.0
pressures,74.0
pressure_regains,21.0
clearances,16.0
errors,0.0
aerials_won,5.0
aerials_lost,8.0
ball_recoveries,97.0
pens_conceded,1.0
fouls,9.0
cards_yellow_red,0.0
