position,WB
minutes,1451.0
passes_completed,676.0
passes,862.0
dribbles_completed,11.0
dribbles,20.0
passes_completed_short,328.0
passes_short,373.0
passes_completed_medium,305.0
passes_medium,376.0
passes_completed_long,41.0
passes_long,95.0
passes_total_distance,11492.0
passes_free_kicks,7.0
through_balls,0.0
passes_pressure,144.0
passes_switches,9.0
crosses,30.0
corner_kicks,2.0
passes_intercepted,21.0
passes_blocked,25.0
dispossessed,7.0
goals,1.0
assists,1.0
pens_made,0.0
pens_att,0.0
shots_total,11.0
shots_on_target,1.0
sca,37.0
gca,2.0
xg,0.6000000000000001
crosses_into_penalty_area,4.0
passes_into_final_third,56.0
passes_into_penalty_area,20.0
progressive_passes,94.0
carry_progressive_distance,2096.0
assisted_shots,15.0
fouled,17.0
pens_won,1.0
tackles,60.0
interceptions,19.0
blocks,34.0
tackles_won,32.0
dribble_tackles,27.0
dribbles_vs,53.0
pressures,265.0
pressure_regains,95.0
clearances,37.0
errors,0.0
aerials_won,11.0
aerials_lost,6.0
ball_recoveries,120.0
pens_conceded,0.0
fouls,21.0
cards_yellow_red,0.0
