position,AM
minutes,2224.0
passes_completed,779.0
passes,1100.0
dribbles_completed,69.0
dribbles,93.0
passes_completed_short,408.0
passes_short,493.0
passes_completed_medium,271.0
passes_medium,352.0
passes_completed_long,82.0
passes_long,209.0
passes_total_distance,13151.0
passes_free_kicks,26.0
through_balls,5.0
passes_pressure,213.0
passes_switches,43.0
crosses,42.0
corner_kicks,64.0
passes_intercepted,27.0
passes_blocked,33.0
dispossessed,75.0
goals,3.0
assists,8.0
pens_made,0.0
pens_att,0.0
shots_total,50.0
shots_on_target,20.0
sca,97.0
gca,14.0
xg,3.7000000000000006
crosses_into_penalty_area,5.0
passes_into_final_third,65.0
passes_into_penalty_area,39.0
progressive_passes,83.0
carry_progressive_distance,2911.0
assisted_shots,46.0
fouled,60.0
pens_won,2.0
tackles,40.0
interceptions,12.0
blocks,32.0
tackles_won,23.0
dribble_tackles,10.0
dribbles_vs,47.0
pressures,515.0
pressure_regains,136.0
clearances,30.0
errors,0.0
aerials_won,32.0
aerials_lost,49.0
ball_recoveries,162.0
pens_conceded,0.0
fouls,50.0
cards_yellow_red,0.0
