position,RB
minutes,945.0
passes_completed,390.0
passes,501.0
dribbles_completed,2.0
dribbles,8.0
passes_completed_short,177.0
passes_short,201.0
passes_completed_medium,155.0
passes_medium,183.0
passes_completed_long,54.0
passes_long,102.0
passes_total_distance,7280.0
passes_free_kicks,6.0
through_balls,0.0
passes_pressure,79.0
passes_switches,8.0
crosses,19.0
corner_kicks,0.0
passes_intercepted,11.0
passes_blocked,14.0
dispossessed,6.0
goals,0.0
assists,0.0
pens_made,0.0
pens_att,0.0
shots_total,1.0
shots_on_target,1.0
sca,16.0
gca,0.0
xg,0.1
crosses_into_penalty_area,6.0
passes_into_final_third,25.0
passes_into_penalty_area,8.0
progressive_passes,26.0
carry_progressive_distance,1022.0
assisted_shots,8.0
fouled,21.0
pens_won,0.0
tackles,20.0
interceptions,10.0
blocks,35.0
tackles_won,9.0
dribble_tackles,6.0
dribbles_vs,18.0
pressures,139.0
pressure_regains,35.0
clearances,26.0
errors,0.0
aerials_won,8.0
aerials_lost,10.0
ball_recoveries,95.0
pens_conceded,0.0
fouls,6.0
cards_yellow_red,0.0
