position,DM,RM
minutes,1282.0
passes_completed,516.0
passes,673.0
dribbles_completed,12.0
dribbles,17.0
passes_completed_short,273.0
passes_short,308.0
passes_completed_medium,175.0
passes_medium,213.0
passes_completed_long,56.0
passes_long,125.0
passes_total_distance,8743.0
passes_free_kicks,26.0
through_balls,0.0
passes_pressure,98.0
passes_switches,35.0
crosses,41.0
corner_kicks,41.0
passes_intercepted,16.0
passes_blocked,13.0
dispossessed,15.0
goals,0.0
assists,3.0
pens_made,0.0
pens_att,0.0
shots_total,12.0
shots_on_target,4.0
sca,50.0
gca,3.0
xg,0.8
crosses_into_penalty_area,11.0
passes_into_final_third,48.0
passes_into_penalty_area,24.0
progressive_passes,64.0
carry_progressive_distance,1312.0
assisted_shots,35.0
fouled,10.0
pens_won,0.0
tackles,12.0
interceptions,7.0
blocks,17.0
tackles_won,9.0
dribble_tackles,4.0
dribbles_vs,24.0
pressures,320.0
pressure_regains,94.0
clearances,13.0
errors,1.0
aerials_won,10.0
aerials_lost,21.0
ball_recoveries,150.0
pens_conceded,1.0
fouls,9.0
cards_yellow_red,0.0
