position,AM
minutes,90
passes_completed,28
passes,35
dribbles_completed,1
dribbles,2
passes_completed_short,13
passes_short,18
passes_completed_medium,13
passes_medium,14
passes_completed_long,2
passes_long,3
passes_total_distance,475
passes_free_kicks,3
through_balls,0
passes_pressure,3
passes_switches,1
crosses,0
corner_kicks,0
passes_intercepted,0
passes_blocked,2
dispossessed,1
goals,0
assists,0
pens_made,0
pens_att,0
shots_total,2
shots_on_target,1
sca,2
gca,0
xg,0.2
crosses_into_penalty_area,0
passes_into_final_third,1
passes_into_penalty_area,4
progressive_passes,7
carry_progressive_distance,113
assisted_shots,0
fouled,3
pens_won,0
tackles,0
interceptions,0
blocks,0
tackles_won,0
dribble_tackles,0
dribbles_vs,0
pressures,2
pressure_regains,1
clearances,1
errors,0
aerials_won,2
aerials_lost,2
ball_recoveries,5
pens_conceded,0
fouls,0
cards_yellow_red,0
