position,LB
minutes,90
passes_completed,53
passes,76
dribbles_completed,2
dribbles,4
passes_completed_short,23
passes_short,27
passes_completed_medium,24
passes_medium,30
passes_completed_long,4
passes_long,17
passes_total_distance,916
passes_free_kicks,2
through_balls,0
passes_pressure,10
passes_switches,1
crosses,4
corner_kicks,0
passes_intercepted,4
passes_blocked,0
dispossessed,0
goals,0
assists,0
pens_made,0
pens_att,0
shots_total,2
shots_on_target,0
sca,1
gca,0
xg,0.0
crosses_into_penalty_area,0
passes_into_final_third,5
passes_into_penalty_area,1
progressive_passes,4
carry_progressive_distance,204
assisted_shots,0
fouled,0
pens_won,0
tackles,3
interceptions,1
blocks,2
tackles_won,2
dribble_tackles,0
dribbles_vs,0
pressures,10
pressure_regains,4
clearances,3
errors,0
aerials_won,0
aerials_lost,1
ball_recoveries,8
pens_conceded,0
fouls,1
cards_yellow_red,0
