position,WB
minutes,62
passes_completed,50
passes,57
dribbles_completed,1
dribbles,1
passes_completed_short,19
passes_short,22
passes_completed_medium,27
passes_medium,28
passes_completed_long,3
passes_long,4
passes_total_distance,871
passes_free_kicks,2
through_balls,0
passes_pressure,1
passes_switches,3
crosses,0
corner_kicks,0
passes_intercepted,0
passes_blocked,3
dispossessed,2
goals,0
assists,0
pens_made,0
pens_att,0
shots_total,1
shots_on_target,0
sca,3
gca,0
xg,0.0
crosses_into_penalty_area,0
passes_into_final_third,6
passes_into_penalty_area,0
progressive_passes,6
carry_progressive_distance,104
assisted_shots,2
fouled,4
pens_won,0
tackles,2
interceptions,0
blocks,0
tackles_won,2
dribble_tackles,0
dribbles_vs,1
pressures,10
pressure_regains,4
clearances,3
errors,0
aerials_won,0
aerials_lost,2
ball_recoveries,9
pens_conceded,0
fouls,1
cards_yellow_red,0
