position,RM
minutes,160.0
passes_completed,78.0
passes,92.0
dribbles_completed,2.0
dribbles,2.0
passes_completed_short,40.0
passes_short,43.0
passes_completed_medium,28.0
passes_medium,36.0
passes_completed_long,9.0
passes_long,11.0
passes_total_distance,1417.0
passes_free_kicks,0.0
through_balls,0.0
passes_pressure,11.0
passes_switches,4.0
crosses,6.0
corner_kicks,0.0
passes_intercepted,2.0
passes_blocked,2.0
dispossessed,5.0
goals,1.0
assists,2.0
pens_made,0.0
pens_att,0.0
shots_total,6.0
shots_on_target,1.0
sca,7.0
gca,2.0
xg,0.7000000000000001
crosses_into_penalty_area,3.0
passes_into_final_third,7.0
passes_into_penalty_area,4.0
progressive_passes,6.0
carry_progressive_distance,412.0
assisted_shots,4.0
fouled,4.0
pens_won,0.0
tackles,6.0
interceptions,1.0
blocks,2.0
tackles_won,2.0
dribble_tackles,3.0
dribbles_vs,8.0
pressures,38.0
pressure_regains,6.0
clearances,2.0
errors,0.0
aerials_won,1.0
aerials_lost,0.0
ball_recoveries,13.0
pens_conceded,0.0
fouls,3.0
cards_yellow_red,0.0
