position,AM
minutes,84
passes_completed,15
passes,18
dribbles_completed,0
dribbles,0
passes_completed_short,9
passes_short,11
passes_completed_medium,5
passes_medium,5
passes_completed_long,0
passes_long,0
passes_total_distance,196
passes_free_kicks,0
through_balls,0
passes_pressure,4
passes_switches,0
crosses,0
corner_kicks,0
passes_intercepted,1
passes_blocked,0
dispossessed,3
goals,0
assists,0
pens_made,0
pens_att,0
shots_total,1
shots_on_target,0
sca,3
gca,0
xg,0.1
crosses_into_penalty_area,0
passes_into_final_third,2
passes_into_penalty_area,0
progressive_passes,2
carry_progressive_distance,82
assisted_shots,2
fouled,3
pens_won,0
tackles,1
interceptions,0
blocks,0
tackles_won,1
dribble_tackles,0
dribbles_vs,0
pressures,11
pressure_regains,4
clearances,1
errors,0
aerials_won,4
aerials_lost,5
ball_recoveries,2
pens_conceded,0
fouls,2
cards_yellow_red,0
