position,RW
minutes,3157.0
passes_completed,1255.0
passes,1633.0
dribbles_completed,25.0
dribbles,49.0
passes_completed_short,707.0
passes_short,815.0
passes_completed_medium,378.0
passes_medium,472.0
passes_completed_long,139.0
passes_long,284.0
passes_total_distance,20630.0
passes_free_kicks,4.0
through_balls,4.0
passes_pressure,225.0
passes_switches,83.0
crosses,92.0
corner_kicks,138.0
passes_intercepted,30.0
passes_blocked,54.0
dispossessed,24.0
goals,10.0
assists,9.0
pens_made,0.0
pens_att,0.0
shots_total,66.0
shots_on_target,32.0
sca,122.0
gca,18.0
xg,9.299999999999999
crosses_into_penalty_area,20.0
passes_into_final_third,60.0
passes_into_penalty_area,41.0
progressive_passes,84.0
carry_progressive_distance,2490.0
assisted_shots,69.0
fouled,46.0
pens_won,1.0
tackles,33.0
interceptions,19.0
blocks,42.0
tackles_won,25.0
dribble_tackles,9.0
dribbles_vs,64.0
pressures,694.0
pressure_regains,160.0
clearances,27.0
errors,0.0
aerials_won,15.0
aerials_lost,42.0
ball_recoveries,236.0
pens_conceded,0.0
fouls,26.0
cards_yellow_red,0.0
