position,RB
minutes,2066.0
passes_completed,1240.0
passes,1594.0
dribbles_completed,19.0
dribbles,32.0
passes_completed_short,482.0
passes_short,553.0
passes_completed_medium,530.0
passes_medium,653.0
passes_completed_long,222.0
passes_long,361.0
passes_total_distance,25046.0
passes_free_kicks,27.0
through_balls,5.0
passes_pressure,173.0
passes_switches,57.0
crosses,77.0
corner_kicks,8.0
passes_intercepted,28.0
passes_blocked,47.0
dispossessed,6.0
goals,0.0
assists,4.0
pens_made,0.0
pens_att,1.0
shots_total,31.0
shots_on_target,2.0
sca,71.0
gca,7.0
xg,2.8000000000000003
crosses_into_penalty_area,21.0
passes_into_final_third,118.0
passes_into_penalty_area,50.0
progressive_passes,167.0
carry_progressive_distance,4179.0
assisted_shots,37.0
fouled,10.0
pens_won,0.0
tackles,33.0
interceptions,19.0
blocks,40.0
tackles_won,21.0
dribble_tackles,15.0
dribbles_vs,48.0
pressures,250.0
pressure_regains,70.0
clearances,42.0
errors,3.0
aerials_won,12.0
aerials_lost,25.0
ball_recoveries,253.0
pens_conceded,0.0
fouls,14.0
cards_yellow_red,0.0
