position,WB
minutes,270.0
passes_completed,104.0
passes,153.0
dribbles_completed,5.0
dribbles,10.0
passes_completed_short,34.0
passes_short,45.0
passes_completed_medium,47.0
passes_medium,58.0
passes_completed_long,22.0
passes_long,45.0
passes_total_distance,2326.0
passes_free_kicks,2.0
through_balls,0.0
passes_pressure,25.0
passes_switches,10.0
crosses,12.0
corner_kicks,0.0
passes_intercepted,3.0
passes_blocked,4.0
dispossessed,4.0
goals,0.0
assists,3.0
pens_made,0.0
pens_att,0.0
shots_total,6.0
shots_on_target,4.0
sca,7.0
gca,2.0
xg,0.30000000000000004
crosses_into_penalty_area,4.0
passes_into_final_third,6.0
passes_into_penalty_area,4.0
progressive_passes,13.0
carry_progressive_distance,516.0
assisted_shots,3.0
fouled,6.0
pens_won,0.0
tackles,5.0
interceptions,4.0
blocks,7.0
tackles_won,1.0
dribble_tackles,2.0
dribbles_vs,7.0
pressures,46.0
pressure_regains,13.0
clearances,6.0
errors,0.0
aerials_won,5.0
aerials_lost,6.0
ball_recoveries,31.0
pens_conceded,0.0
fouls,8.0
cards_yellow_red,0.0
