position,RW
minutes,373.0
passes_completed,108.0
passes,137.0
dribbles_completed,10.0
dribbles,18.0
passes_completed_short,68.0
passes_short,77.0
passes_completed_medium,33.0
passes_medium,44.0
passes_completed_long,5.0
passes_long,10.0
passes_total_distance,1589.0
passes_free_kicks,0.0
through_balls,1.0
passes_pressure,29.0
passes_switches,3.0
crosses,5.0
corner_kicks,0.0
passes_intercepted,3.0
passes_blocked,2.0
dispossessed,14.0
goals,1.0
assists,0.0
pens_made,0.0
pens_att,0.0
shots_total,14.0
shots_on_target,4.0
sca,13.0
gca,0.0
xg,1.8000000000000003
crosses_into_penalty_area,0.0
passes_into_final_third,6.0
passes_into_penalty_area,3.0
progressive_passes,8.0
carry_progressive_distance,455.0
assisted_shots,2.0
fouled,12.0
pens_won,0.0
tackles,7.0
interceptions,0.0
blocks,11.0
tackles_won,6.0
dribble_tackles,1.0
dribbles_vs,10.0
pressures,80.0
pressure_regains,18.0
clearances,2.0
errors,0.0
aerials_won,9.0
aerials_lost,8.0
ball_recoveries,24.0
pens_conceded,0.0
fouls,8.0
cards_yellow_red,0.0
