position,CM
minutes,1400.0
passes_completed,707.0
passes,790.0
dribbles_completed,12.0
dribbles,20.0
passes_completed_short,317.0
passes_short,345.0
passes_completed_medium,315.0
passes_medium,335.0
passes_completed_long,68.0
passes_long,86.0
passes_total_distance,12520.0
passes_free_kicks,14.0
through_balls,1.0
passes_pressure,123.0
passes_switches,11.0
crosses,12.0
corner_kicks,0.0
passes_intercepted,9.0
passes_blocked,23.0
dispossessed,20.0
goals,3.0
assists,0.0
pens_made,0.0
pens_att,0.0
shots_total,17.0
shots_on_target,5.0
sca,29.0
gca,1.0
xg,1.9000000000000001
crosses_into_penalty_area,3.0
passes_into_final_third,85.0
passes_into_penalty_area,8.0
progressive_passes,63.0
carry_progressive_distance,1520.0
assisted_shots,14.0
fouled,14.0
pens_won,0.0
tackles,35.0
interceptions,14.0
blocks,23.0
tackles_won,22.0
dribble_tackles,7.0
dribbles_vs,26.0
pressures,367.0
pressure_regains,107.0
clearances,7.0
errors,0.0
aerials_won,19.0
aerials_lost,22.0
ball_recoveries,110.0
pens_conceded,0.0
fouls,27.0
cards_yellow_red,0.0
