position,DM
minutes,1346.0
passes_completed,975.0
passes,1083.0
dribbles_completed,5.0
dribbles,9.0
passes_completed_short,330.0
passes_short,360.0
passes_completed_medium,493.0
passes_medium,533.0
passes_completed_long,147.0
passes_long,175.0
passes_total_distance,19788.0
passes_free_kicks,33.0
through_balls,0.0
passes_pressure,162.0
passes_switches,43.0
crosses,1.0
corner_kicks,3.0
passes_intercepted,9.0
passes_blocked,13.0
dispossessed,15.0
goals,1.0
assists,0.0
pens_made,0.0
pens_att,0.0
shots_total,14.0
shots_on_target,3.0
sca,33.0
gca,3.0
xg,0.6
crosses_into_penalty_area,0.0
passes_into_final_third,93.0
passes_into_penalty_area,7.0
progressive_passes,102.0
carry_progressive_distance,1580.0
assisted_shots,14.0
fouled,26.0
pens_won,0.0
tackles,39.0
interceptions,7.0
blocks,32.0
tackles_won,31.0
dribble_tackles,19.0
dribbles_vs,51.0
pressures,349.0
pressure_regains,114.0
clearances,29.0
errors,0.0
aerials_won,10.0
aerials_lost,12.0
ball_recoveries,193.0
pens_conceded,0.0
fouls,23.0
cards_yellow_red,0.0
