position,RM
minutes,79
passes_completed,26
passes,34
dribbles_completed,1
dribbles,3
passes_completed_short,10
passes_short,13
passes_completed_medium,10
passes_medium,12
passes_completed_long,6
passes_long,9
passes_total_distance,556
passes_free_kicks,0
through_balls,0
passes_pressure,10
passes_switches,4
crosses,2
corner_kicks,0
passes_intercepted,0
passes_blocked,1
dispossessed,3
goals,0
assists,0
pens_made,0
pens_att,0
shots_total,1
shots_on_target,0
sca,0
gca,0
xg,0.1
crosses_into_penalty_area,1
passes_into_final_third,4
passes_into_penalty_area,1
progressive_passes,4
carry_progressive_distance,99
assisted_shots,0
fouled,1
pens_won,0
tackles,1
interceptions,4
blocks,4
tackles_won,1
dribble_tackles,1
dribbles_vs,1
pressures,24
pressure_regains,2
clearances,0
errors,0
aerials_won,0
aerials_lost,0
ball_recoveries,2
pens_conceded,0
fouls,1
cards_yellow_red,0
