position,RM
minutes,478.0
passes_completed,120.0
passes,173.0
dribbles_completed,15.0
dribbles,31.0
passes_completed_short,67.0
passes_short,78.0
passes_completed_medium,40.0
passes_medium,55.0
passes_completed_long,12.0
passes_long,33.0
passes_total_distance,1911.0
passes_free_kicks,0.0
through_balls,0.0
passes_pressure,32.0
passes_switches,10.0
crosses,17.0
corner_kicks,3.0
passes_intercepted,2.0
passes_blocked,9.0
dispossessed,16.0
goals,1.0
assists,0.0
pens_made,0.0
pens_att,0.0
shots_total,6.0
shots_on_target,4.0
sca,7.0
gca,0.0
xg,0.30000000000000004
crosses_into_penalty_area,4.0
passes_into_final_third,5.0
passes_into_penalty_area,5.0
progressive_passes,3.0
carry_progressive_distance,626.0
assisted_shots,3.0
fouled,4.0
pens_won,0.0
tackles,13.0
interceptions,3.0
blocks,7.0
tackles_won,10.0
dribble_tackles,4.0
dribbles_vs,15.0
pressures,109.0
pressure_regains,30.0
clearances,10.0
errors,0.0
aerials_won,6.0
aerials_lost,4.0
ball_recoveries,33.0
pens_conceded,0.0
fouls,10.0
cards_yellow_red,0.0
