position,DM
minutes,539.0
passes_completed,294.0
passes,344.0
dribbles_completed,5.0
dribbles,6.0
passes_completed_short,138.0
passes_short,154.0
passes_completed_medium,111.0
passes_medium,130.0
passes_completed_long,38.0
passes_long,49.0
passes_total_distance,5363.0
passes_free_kicks,5.0
through_balls,0.0
passes_pressure,49.0
passes_switches,15.0
crosses,1.0
corner_kicks,1.0
passes_intercepted,3.0
passes_blocked,5.0
dispossessed,3.0
goals,0.0
assists,0.0
pens_made,0.0
pens_att,0.0
shots_total,0.0
shots_on_target,0.0
sca,10.0
gca,1.0
xg,0.0
crosses_into_penalty_area,0.0
passes_into_final_third,36.0
passes_into_penalty_area,0.0
progressive_passes,23.0
carry_progressive_distance,534.0
assisted_shots,1.0
fouled,6.0
pens_won,1.0
tackles,19.0
interceptions,7.0
blocks,11.0
tackles_won,11.0
dribble_tackles,7.0
dribbles_vs,21.0
pressures,126.0
pressure_regains,32.0
clearances,14.0
errors,0.0
aerials_won,5.0
aerials_lost,3.0
ball_recoveries,69.0
pens_conceded,0.0
fouls,12.0
cards_yellow_red,0.0
