position,AM
minutes,270.0
passes_completed,98.0
passes,139.0
dribbles_completed,5.0
dribbles,9.0
passes_completed_short,50.0
passes_short,59.0
passes_completed_medium,28.0
passes_medium,39.0
passes_completed_long,17.0
passes_long,35.0
passes_total_distance,1726.0
passes_free_kicks,8.0
through_balls,0.0
passes_pressure,15.0
passes_switches,6.0
crosses,11.0
corner_kicks,8.0
passes_intercepted,3.0
passes_blocked,5.0
dispossessed,11.0
goals,1.0
assists,2.0
pens_made,1.0
pens_att,1.0
shots_total,2.0
shots_on_target,1.0
sca,9.0
gca,3.0
xg,0.9
crosses_into_penalty_area,3.0
passes_into_final_third,7.0
passes_into_penalty_area,11.0
progressive_passes,13.0
carry_progressive_distance,418.0
assisted_shots,6.0
fouled,5.0
pens_won,0.0
tackles,2.0
interceptions,0.0
blocks,1.0
tackles_won,2.0
dribble_tackles,0.0
dribbles_vs,3.0
pressures,39.0
pressure_regains,11.0
clearances,1.0
errors,0.0
aerials_won,2.0
aerials_lost,5.0
ball_recoveries,15.0
pens_conceded,0.0
fouls,0.0
cards_yellow_red,0.0
