position,CM
minutes,2181.0
passes_completed,693.0
passes,893.0
dribbles_completed,26.0
dribbles,43.0
passes_completed_short,328.0
passes_short,394.0
passes_completed_medium,292.0
passes_medium,349.0
passes_completed_long,66.0
passes_long,121.0
passes_total_distance,11833.0
passes_free_kicks,3.0
through_balls,2.0
passes_pressure,190.0
passes_switches,22.0
crosses,18.0
corner_kicks,2.0
passes_intercepted,23.0
passes_blocked,29.0
dispossessed,35.0
goals,6.0
assists,4.0
pens_made,0.0
pens_att,0.0
shots_total,36.0
shots_on_target,20.0
sca,49.0
gca,6.0
xg,3.2000000000000006
crosses_into_penalty_area,4.0
passes_into_final_third,80.0
passes_into_penalty_area,22.0
progressive_passes,103.0
carry_progressive_distance,3452.0
assisted_shots,20.0
fouled,24.0
pens_won,0.0
tackles,46.0
interceptions,18.0
blocks,30.0
tackles_won,26.0
dribble_tackles,14.0
dribbles_vs,47.0
pressures,543.0
pressure_regains,132.0
clearances,19.0
errors,0.0
aerials_won,26.0
aerials_lost,19.0
ball_recoveries,216.0
pens_conceded,0.0
fouls,40.0
cards_yellow_red,0.0
