position,RB
minutes,90
passes_completed,36
passes,49
dribbles_completed,0
dribbles,2
passes_completed_short,13
passes_short,15
passes_completed_medium,18
passes_medium,21
passes_completed_long,5
passes_long,12
passes_total_distance,734
passes_free_kicks,0
through_balls,0
passes_pressure,11
passes_switches,4
crosses,4
corner_kicks,3
passes_intercepted,0
passes_blocked,2
dispossessed,1
goals,0
assists,0
pens_made,0
pens_att,0
shots_total,0
shots_on_target,0
sca,1
gca,0
xg,0.0
crosses_into_penalty_area,1
passes_into_final_third,3
passes_into_penalty_area,1
progressive_passes,2
carry_progressive_distance,122
assisted_shots,1
fouled,0
pens_won,0
tackles,0
interceptions,2
blocks,0
tackles_won,0
dribble_tackles,0
dribbles_vs,0
pressures,2
pressure_regains,0
clearances,0
errors,0
aerials_won,1
aerials_lost,2
ball_recoveries,4
pens_conceded,0
fouls,0
cards_yellow_red,0
