position,LM
minutes,90
passes_completed,31
passes,37
dribbles_completed,0
dribbles,2
passes_completed_short,8
passes_short,10
passes_completed_medium,16
passes_medium,18
passes_completed_long,6
passes_long,7
passes_total_distance,655
passes_free_kicks,0
through_balls,0
passes_pressure,3
passes_switches,0
crosses,1
corner_kicks,0
passes_intercepted,2
passes_blocked,1
dispossessed,0
goals,0
assists,1
pens_made,0
pens_att,0
shots_total,1
shots_on_target,0
sca,7
gca,2
xg,0.0
crosses_into_penalty_area,0
passes_into_final_third,6
passes_into_penalty_area,2
progressive_passes,7
carry_progressive_distance,165
assisted_shots,3
fouled,4
pens_won,0
tackles,0
interceptions,2
blocks,1
tackles_won,0
dribble_tackles,0
dribbles_vs,1
pressures,19
pressure_regains,9
clearances,0
errors,0
aerials_won,0
aerials_lost,0
ball_recoveries,11
pens_conceded,0
fouls,1
cards_yellow_red,0
