position,DM
minutes,569.0
passes_completed,240.0
passes,293.0
dribbles_completed,4.0
dribbles,5.0
passes_completed_short,96.0
passes_short,114.0
passes_completed_medium,108.0
passes_medium,125.0
passes_completed_long,32.0
passes_long,48.0
passes_total_distance,4548.0
passes_free_kicks,3.0
through_balls,0.0
passes_pressure,30.0
passes_switches,7.0
crosses,2.0
corner_kicks,0.0
passes_intercepted,3.0
passes_blocked,4.0
dispossessed,5.0
goals,0.0
assists,2.0
pens_made,0.0
pens_att,0.0
shots_total,15.0
shots_on_target,4.0
sca,18.0
gca,4.0
xg,1.4000000000000001
crosses_into_penalty_area,1.0
passes_into_final_third,20.0
passes_into_penalty_area,6.0
progressive_passes,25.0
carry_progressive_distance,509.0
assisted_shots,9.0
fouled,5.0
pens_won,0.0
tackles,16.0
interceptions,3.0
blocks,17.0
tackles_won,9.0
dribble_tackles,4.0
dribbles_vs,23.0
pressures,143.0
pressure_regains,50.0
clearances,10.0
errors,0.0
aerials_won,6.0
aerials_lost,7.0
ball_recoveries,61.0
pens_conceded,1.0
fouls,11.0
cards_yellow_red,1.0
