position,RW
minutes,204.0
passes_completed,116.0
passes,135.0
dribbles_completed,4.0
dribbles,10.0
passes_completed_short,46.0
passes_short,51.0
passes_completed_medium,52.0
passes_medium,55.0
passes_completed_long,14.0
passes_long,23.0
passes_total_distance,2126.0
passes_free_kicks,1.0
through_balls,0.0
passes_pressure,20.0
passes_switches,13.0
crosses,4.0
corner_kicks,7.0
passes_intercepted,1.0
passes_blocked,4.0
dispossessed,7.0
goals,2.0
assists,0.0
pens_made,0.0
pens_att,0.0
shots_total,14.0
shots_on_target,6.0
sca,14.0
gca,1.0
xg,0.9000000000000001
crosses_into_penalty_area,0.0
passes_into_final_third,12.0
passes_into_penalty_area,3.0
progressive_passes,15.0
carry_progressive_distance,495.0
assisted_shots,6.0
fouled,11.0
pens_won,0.0
tackles,2.0
interceptions,2.0
blocks,1.0
tackles_won,1.0
dribble_tackles,2.0
dribbles_vs,5.0
pressures,22.0
pressure_regains,6.0
clearances,0.0
errors,0.0
aerials_won,0.0
aerials_lost,1.0
ball_recoveries,15.0
pens_conceded,0.0
fouls,1.0
cards_yellow_red,0.0
