position,DM
minutes,491.0
passes_completed,278.0
passes,331.0
dribbles_completed,3.0
dribbles,6.0
passes_completed_short,98.0
passes_short,117.0
passes_completed_medium,137.0
passes_medium,148.0
passes_completed_long,40.0
passes_long,58.0
passes_total_distance,5345.0
passes_free_kicks,12.0
through_balls,1.0
passes_pressure,61.0
passes_switches,6.0
crosses,1.0
corner_kicks,0.0
passes_intercepted,4.0
passes_blocked,6.0
dispossessed,1.0
goals,0.0
assists,0.0
pens_made,0.0
pens_att,0.0
shots_total,5.0
shots_on_target,1.0
sca,14.0
gca,0.0
xg,0.2
crosses_into_penalty_area,0.0
passes_into_final_third,44.0
passes_into_penalty_area,4.0
progressive_passes,32.0
carry_progressive_distance,471.0
assisted_shots,8.0
fouled,4.0
pens_won,0.0
tackles,17.0
interceptions,11.0
blocks,8.0
tackles_won,11.0
dribble_tackles,4.0
dribbles_vs,11.0
pressures,110.0
pressure_regains,32.0
clearances,5.0
errors,0.0
aerials_won,6.0
aerials_lost,5.0
ball_recoveries,60.0
pens_conceded,0.0
fouls,16.0
cards_yellow_red,0.0
