position,CB
minutes,-0.1978
passes_completed,-0.0448
passes,-0.1062
dribbles_completed,-0.5095
dribbles,-0.5132
passes_completed_short,-0.1974
passes_short,-0.2542
passes_completed_medium,0.0201
passes_medium,-0.0205
passes_completed_long,0.1593
passes_long,0.0653
passes_total_distance,0.034
passes_free_kicks,-0.0441
through_balls,-0.5
passes_pressure,-0.073
passes_switches,0.4052
crosses,-0.5884
corner_kicks,-0.3242
passes_intercepted,-0.1779
passes_blocked,-0.498
dispossessed,-0.5831
goals,-0.3403
assists,-0.5781
pens_made,-0.2258
pens_att,-0.2444
shots_total,-0.1906
shots_on_target,-0.2682
sca,-0.6063
gca,-0.525
xg,-0.2917
crosses_into_penalty_area,-0.5536
passes_into_final_third,-0.2882
passes_into_penalty_area,-0.5898
progressive_passes,-0.3565
carry_progressive_distance,-0.2598
assisted_shots,-0.5645
fouled,-0.6183
pens_won,-0.3681
tackles,-0.1546
interceptions,-0.1262
blocks,0.1497
tackles_won,-0.1604
dribble_tackles,0.0009
dribbles_vs,-0.2576
pressures,-0.4789
pressure_regains,-0.3478
clearances,0.1699
errors,0.2502
aerials_won,-0.2517
aerials_lost,-0.47
ball_recoveries,-0.0258
pens_conceded,0.7569
fouls,-0.1657
cards_yellow_red,-0.3235
