position,RW
minutes,0.2702
passes_completed,0.0109
passes,0.0233
dribbles_completed,2.2347
dribbles,2.1519
passes_completed_short,0.2898
passes_short,0.3235
passes_completed_medium,-0.1784
passes_medium,-0.1356
passes_completed_long,-0.1946
passes_long,-0.2423
passes_total_distance,-0.1164
passes_free_kicks,-0.2654
through_balls,0.781
passes_pressure,0.3873
passes_switches,0.1498
crosses,0.577
corner_kicks,0.2896
passes_intercepted,0.1398
passes_blocked,0.424
dispossessed,1.5321
goals,0.187
assists,-0.1163
pens_made,0.4563
pens_att,0.3272
shots_total,0.7895
shots_on_target,0.6082
sca,0.8923
gca,0.7373
xg,0.1568
crosses_into_penalty_area,0.4735
passes_into_final_third,-0.0927
passes_into_penalty_area,0.6906
progressive_passes,0.163
carry_progressive_distance,1.0951
assisted_shots,0.5922
fouled,2.3023
pens_won,1.9053
tackles,-0.0416
interceptions,0.0875
blocks,-0.1056
tackles_won,0.1044
dribble_tackles,-0.0526
dribbles_vs,0.6578
pressures,0.4975
pressure_regains,0.3636
clearances,-0.4359
errors,-0.5331
aerials_won,-0.4182
aerials_lost,0.0914
ball_recoveries,0.2133
pens_conceded,-0.4889
fouls,0.4794
cards_yellow_red,2.2462
