position,RB
minutes,1.4118
passes_completed,1.9768
passes,1.9496
dribbles_completed,2.5872
dribbles,2.9286
passes_completed_short,2.8855
passes_short,2.8218
passes_completed_medium,1.4916
passes_medium,1.5902
passes_completed_long,0.434
passes_long,0.4947
passes_total_distance,1.41
passes_free_kicks,0.2325
through_balls,0.781
passes_pressure,1.8601
passes_switches,0.5694
crosses,2.926
corner_kicks,0.2405
passes_intercepted,1.8874
passes_blocked,2.6417
dispossessed,1.5802
goals,-0.2085
assists,1.0381
pens_made,-0.2258
pens_att,-0.2444
shots_total,0.6327
shots_on_target,-0.1651
sca,1.566
gca,1.2633
xg,0.1279
crosses_into_penalty_area,4.4885
passes_into_final_third,1.08
passes_into_penalty_area,1.971
progressive_passes,1.1586
carry_progressive_distance,2.6883
assisted_shots,1.4185
fouled,1.7182
pens_won,1.9053
tackles,2.7259
interceptions,2.082
blocks,1.4687
tackles_won,2.7523
dribble_tackles,2.8351
dribbles_vs,1.6495
pressures,1.2839
pressure_regains,1.5807
clearances,0.4882
errors,-0.5331
aerials_won,1.0065
aerials_lost,0.7151
ball_recoveries,1.8309
pens_conceded,-0.4889
fouls,1.6889
cards_yellow_red,2.2462
