position,CB
minutes,0.2161
passes_completed,-0.006
passes,-0.0651
dribbles_completed,-0.5095
dribbles,-0.5436
passes_completed_short,-0.1373
passes_short,-0.1879
passes_completed_medium,0.0693
passes_medium,0.0297
passes_completed_long,0.136
passes_long,0.0542
passes_total_distance,0.0485
passes_free_kicks,0.5645
through_balls,-0.5
passes_pressure,-0.1738
passes_switches,-0.1421
crosses,-0.4973
corner_kicks,-0.3242
passes_intercepted,-0.6943
passes_blocked,-0.5976
dispossessed,-0.6311
goals,-0.4721
assists,-0.5781
pens_made,-0.2258
pens_att,-0.2444
shots_total,-0.3867
shots_on_target,-0.4229
sca,-0.5375
gca,-0.525
xg,-0.4509
crosses_into_penalty_area,-0.3669
passes_into_final_third,-0.1579
passes_into_penalty_area,-0.5898
progressive_passes,-0.3045
carry_progressive_distance,-0.0658
assisted_shots,-0.5645
fouled,-0.5929
pens_won,-0.3681
tackles,-0.2111
interceptions,-0.1262
blocks,0.8092
tackles_won,-0.2192
dribble_tackles,-0.106
dribbles_vs,-0.3911
pressures,-0.4617
pressure_regains,-0.4268
clearances,1.1658
errors,0.2502
aerials_won,0.2849
aerials_lost,0.133
ball_recoveries,0.3179
pens_conceded,-0.4889
fouls,-0.4076
cards_yellow_red,-0.3235
