position,RW
minutes,-0.7159
passes_completed,-0.6172
passes,-0.6466
dribbles_completed,-0.3333
dribbles,-0.3
passes_completed_short,-0.5664
passes_short,-0.5743
passes_completed_medium,-0.6227
passes_medium,-0.6347
passes_completed_long,-0.5251
passes_long,-0.5581
passes_total_distance,-0.6195
passes_free_kicks,-0.5052
through_balls,-0.073
passes_pressure,-0.5815
passes_switches,-0.5982
crosses,-0.5155
corner_kicks,-0.3242
passes_intercepted,-0.6546
passes_blocked,-0.5976
dispossessed,-0.5831
goals,-0.4721
assists,-0.1163
pens_made,-0.2258
pens_att,-0.2444
shots_total,-0.5827
shots_on_target,-0.5775
sca,-0.4825
gca,-0.4198
xg,-0.4943
crosses_into_penalty_area,-0.3669
passes_into_final_third,-0.5953
passes_into_penalty_area,-0.5593
progressive_passes,-0.6508
carry_progressive_distance,-0.5689
assisted_shots,-0.5095
fouled,-0.4659
pens_won,-0.3681
tackles,-0.3617
interceptions,-0.4111
blocks,-0.446
tackles_won,-0.3369
dribble_tackles,-0.2665
dribbles_vs,-0.3911
pressures,-0.5265
pressure_regains,-0.5296
clearances,-0.21
errors,-0.5331
aerials_won,0.0259
aerials_lost,-0.366
ball_recoveries,-0.4853
pens_conceded,0.7569
fouls,-0.4345
cards_yellow_red,-0.3235
