position,CB
minutes,1.7012
passes_completed,3.4116
passes,3.0381
dribbles_completed,-0.5347
dribbles,-0.4675
passes_completed_short,2.0292
passes_short,1.8725
passes_completed_medium,4.123
passes_medium,3.8119
passes_completed_long,3.5628
passes_long,2.6365
passes_total_distance,3.7281
passes_free_kicks,1.0625
through_balls,0.1405
passes_pressure,2.1319
passes_switches,3.0322
crosses,-0.3334
corner_kicks,-0.3242
passes_intercepted,0.8945
passes_blocked,0.1499
dispossessed,-0.2465
goals,0.187
assists,-0.3472
pens_made,-0.2258
pens_att,-0.2444
shots_total,0.417
shots_on_target,0.1442
sca,-0.0838
gca,-0.1042
xg,0.07
crosses_into_penalty_area,-0.3669
passes_into_final_third,3.2299
passes_into_penalty_area,-0.0715
progressive_passes,1.8253
carry_progressive_distance,3.1937
assisted_shots,-0.3718
fouled,0.1436
pens_won,-0.3681
tackles,1.5587
interceptions,0.6574
blocks,1.49
tackles_won,1.3107
dribble_tackles,1.9795
dribbles_vs,1.1537
pressures,0.4716
pressure_regains,0.8457
clearances,2.3568
errors,2.5999
aerials_won,2.2646
aerials_lost,1.2349
ball_recoveries,2.5967
pens_conceded,-0.4889
fouls,1.0707
cards_yellow_red,-0.3235
