position,DM
minutes,-0.9096
passes_completed,-0.6863
passes,-0.7448
dribbles_completed,-0.6858
dribbles,-0.6807
passes_completed_short,-0.6348
passes_short,-0.6644
passes_completed_medium,-0.6409
passes_medium,-0.6801
passes_completed_long,-0.6555
passes_long,-0.6911
passes_total_distance,-0.6893
passes_free_kicks,-0.5789
through_balls,-0.2865
passes_pressure,-0.7349
passes_switches,-0.6711
crosses,-0.6066
corner_kicks,-0.2996
passes_intercepted,-0.6546
passes_blocked,-0.7721
dispossessed,-0.7032
goals,-0.4721
assists,-0.5781
pens_made,-0.2258
pens_att,-0.2444
shots_total,-0.5631
shots_on_target,-0.4744
sca,-0.6475
gca,-0.6302
xg,-0.4075
crosses_into_penalty_area,-0.5536
passes_into_final_third,-0.586
passes_into_penalty_area,-0.6507
progressive_passes,-0.6768
carry_progressive_distance,-0.7613
assisted_shots,-0.6472
fouled,-0.6437
pens_won,-0.3681
tackles,-0.6064
interceptions,-0.6248
blocks,-0.829
tackles_won,-0.5134
dribble_tackles,-0.5338
dribbles_vs,-0.5818
pressures,-0.7317
pressure_regains,-0.7272
clearances,-0.5796
errors,-0.5331
aerials_won,-0.6217
aerials_lost,-0.7195
ball_recoveries,-0.8103
pens_conceded,-0.4889
fouls,-0.6764
cards_yellow_red,-0.3235
