position,CM
minutes,-0.1879
passes_completed,-0.1173
passes,-0.0498
dribbles_completed,-0.1571
dribbles,-0.1325
passes_completed_short,-0.0025
passes_short,0.0181
passes_completed_medium,-0.2712
passes_medium,-0.2296
passes_completed_long,0.0336
passes_long,0.0958
passes_total_distance,-0.1377
passes_free_kicks,1.1547
through_balls,1.8485
passes_pressure,0.1418
passes_switches,0.4964
crosses,0.5952
corner_kicks,2.6958
passes_intercepted,0.2987
passes_blocked,0.3991
dispossessed,0.2822
goals,-0.0767
assists,-0.1163
pens_made,0.4563
pens_att,0.3272
shots_total,-0.1318
shots_on_target,-0.2682
sca,0.6723
gca,0.001
xg,-0.1181
crosses_into_penalty_area,-0.0868
passes_into_final_third,0.0376
passes_into_penalty_area,0.2943
progressive_passes,0.0591
carry_progressive_distance,-0.2629
assisted_shots,1.1155
fouled,0.2452
pens_won,-0.3681
tackles,-0.2864
interceptions,-0.3043
blocks,-0.2545
tackles_won,-0.1898
dribble_tackles,-0.5338
dribbles_vs,-0.1432
pressures,0.1346
pressure_regains,0.1502
clearances,-0.3948
errors,-0.5331
aerials_won,-0.2702
aerials_lost,0.0082
ball_recoveries,-0.1304
pens_conceded,-0.4889
fouls,-0.1657
cards_yellow_red,-0.3235
