position,DM
minutes,-0.8929
passes_completed,-0.715
passes,-0.7727
dribbles_completed,-0.6354
dribbles,-0.6502
passes_completed_short,-0.7053
passes_short,-0.7233
passes_completed_medium,-0.65
passes_medium,-0.6995
passes_completed_long,-0.6415
passes_long,-0.6773
passes_total_distance,-0.7036
passes_free_kicks,-0.542
through_balls,-0.5
passes_pressure,-0.8533
passes_switches,-0.6894
crosses,-0.6066
corner_kicks,-0.3242
passes_intercepted,-0.8134
passes_blocked,-0.8219
dispossessed,-0.6552
goals,-0.4721
assists,-0.5781
pens_made,-0.2258
pens_att,-0.2444
shots_total,-0.6611
shots_on_target,-0.5775
sca,-0.6613
gca,-0.6302
xg,-0.5088
crosses_into_penalty_area,-0.5536
passes_into_final_third,-0.6418
passes_into_penalty_area,-0.6507
progressive_passes,-0.7374
carry_progressive_distance,-0.7683
assisted_shots,-0.6472
fouled,-0.7961
pens_won,-0.3681
tackles,-0.6629
interceptions,-0.6248
blocks,-0.8715
tackles_won,-0.6605
dribble_tackles,-0.5873
dribbles_vs,-0.6009
pressures,-0.736
pressure_regains,-0.743
clearances,-0.5694
errors,-0.5331
aerials_won,-0.6217
aerials_lost,-0.7195
ball_recoveries,-0.8141
pens_conceded,-0.4889
fouls,-0.7571
cards_yellow_red,-0.3235
