position,LW
minutes,-0.0368
passes_completed,-0.3187
passes,-0.2079
dribbles_completed,0.4472
dribbles,0.5072
passes_completed_short,-0.1497
passes_short,-0.0573
passes_completed_medium,-0.4042
passes_medium,-0.3414
passes_completed_long,-0.3529
passes_long,-0.1231
passes_total_distance,-0.366
passes_free_kicks,0.1219
through_balls,-0.5
passes_pressure,-0.1431
passes_switches,0.168
crosses,1.0687
corner_kicks,1.5909
passes_intercepted,0.0604
passes_blocked,0.723
dispossessed,0.6909
goals,-0.0767
assists,0.1146
pens_made,0.4563
pens_att,0.3272
shots_total,0.2994
shots_on_target,0.0411
sca,0.6448
gca,0.1062
xg,0.1858
crosses_into_penalty_area,1.874
passes_into_final_third,-0.2416
passes_into_penalty_area,0.7211
progressive_passes,-0.1573
carry_progressive_distance,0.09
assisted_shots,0.7575
fouled,1.2102
pens_won,0.7686
tackles,0.2784
interceptions,-0.3043
blocks,0.2986
tackles_won,0.5163
dribble_tackles,0.3752
dribbles_vs,0.6006
pressures,0.5364
pressure_regains,0.4031
clearances,-0.4667
errors,-0.5331
aerials_won,-0.4737
aerials_lost,0.1746
ball_recoveries,-0.1827
pens_conceded,-0.4889
fouls,0.5331
cards_yellow_red,-0.3235
