position,LB
minutes,0.1553
passes_completed,0.1112
passes,0.1765
dribbles_completed,0.3716
dribbles,0.9183
passes_completed_short,0.1426
passes_short,0.1487
passes_completed_medium,0.1986
passes_medium,0.336
passes_completed_long,-0.2271
passes_long,-0.1896
passes_total_distance,0.0292
passes_free_kicks,-0.2285
through_balls,-0.2865
passes_pressure,0.0497
passes_switches,-0.2698
crosses,0.9412
corner_kicks,-0.2996
passes_intercepted,0.1795
passes_blocked,0.9224
dispossessed,0.114
goals,-0.3403
assists,-0.5781
pens_made,-0.2258
pens_att,-0.2444
shots_total,-0.4847
shots_on_target,-0.3713
sca,-0.0426
gca,-0.4198
xg,-0.4653
crosses_into_penalty_area,0.9403
passes_into_final_third,0.112
passes_into_penalty_area,0.2333
progressive_passes,0.4314
carry_progressive_distance,0.6807
assisted_shots,0.0138
fouled,0.4483
pens_won,-0.3681
tackles,0.222
interceptions,0.1231
blocks,0.2561
tackles_won,0.1927
dribble_tackles,0.4822
dribbles_vs,0.2192
pressures,-0.0015
pressure_regains,0.1502
clearances,0.098
errors,0.2502
aerials_won,0.1184
aerials_lost,0.0706
ball_recoveries,0.1759
pens_conceded,0.7569
fouls,0.8826
cards_yellow_red,-0.3235
