position,DM
minutes,1.6623
passes_completed,1.0916
passes,1.1724
dribbles_completed,1.1018
dribbles,1.0859
passes_completed_short,1.0527
passes_short,1.2102
passes_completed_medium,1.0308
passes_medium,1.1689
passes_completed_long,0.8158
passes_long,0.5446
passes_total_distance,1.006
passes_free_kicks,0.0666
through_balls,0.9945
passes_pressure,1.8645
passes_switches,1.1167
crosses,0.2493
corner_kicks,-0.226
passes_intercepted,1.808
passes_blocked,1.8443
dispossessed,1.8686
goals,0.3188
assists,1.4999
pens_made,0.4563
pens_att,0.8987
shots_total,0.9659
shots_on_target,0.5566
sca,1.9647
gca,1.1581
xg,0.533
crosses_into_penalty_area,0.4735
passes_into_final_third,1.3033
passes_into_penalty_area,0.7516
progressive_passes,1.3578
carry_progressive_distance,0.7417
assisted_shots,1.8316
fouled,3.0641
pens_won,-0.3681
tackles,2.1235
interceptions,1.5478
blocks,1.6176
tackles_won,2.1933
dribble_tackles,1.9795
dribbles_vs,2.7175
pressures,3.0013
pressure_regains,2.5924
clearances,0.8065
errors,-0.5331
aerials_won,1.7465
aerials_lost,3.1269
ball_recoveries,2.0662
pens_conceded,-0.4889
fouls,3.2748
cards_yellow_red,4.8159
