position,GK
minutes,2.1191
passes_completed,1.0908
passes,1.5714
dribbles_completed,-0.6858
dribbles,-0.6807
passes_completed_short,-0.3633
passes_short,-0.4345
passes_completed_medium,0.958
passes_medium,0.7459
passes_completed_long,4.4428
passes_long,5.7341
passes_total_distance,2.6058
passes_free_kicks,3.8104
through_balls,-0.2865
passes_pressure,0.6722
passes_switches,0.843
crosses,-0.6066
corner_kicks,-0.3242
passes_intercepted,-0.6148
passes_blocked,-0.5727
dispossessed,-0.7273
goals,-0.4721
assists,-0.3472
pens_made,-0.2258
pens_att,-0.2444
shots_total,-0.6415
shots_on_target,-0.5775
sca,-0.5238
gca,-0.525
xg,-0.4943
crosses_into_penalty_area,-0.5536
passes_into_final_third,-0.223
passes_into_penalty_area,-0.5593
progressive_passes,-0.772
carry_progressive_distance,0.6122
assisted_shots,-0.5645
fouled,-0.6691
pens_won,-0.3681
tackles,-0.8512
interceptions,-0.8029
blocks,-0.8077
tackles_won,-0.8371
dribble_tackles,-0.8012
dribbles_vs,-0.8107
pressures,-0.9002
pressure_regains,-0.901
clearances,-0.5386
errors,3.3832
aerials_won,-0.6772
aerials_lost,-0.761
ball_recoveries,0.8147
pens_conceded,-0.4889
fouls,-0.9183
cards_yellow_red,-0.3235
