position,LM
minutes,-0.3267
passes_completed,-0.6855
passes,-0.6382
dribbles_completed,0.4724
dribbles,0.8726
passes_completed_short,-0.61
passes_short,-0.5945
passes_completed_medium,-0.6882
passes_medium,-0.6477
passes_completed_long,-0.595
passes_long,-0.5027
passes_total_distance,-0.682
passes_free_kicks,-0.5052
through_balls,0.354
passes_pressure,-0.4851
passes_switches,-0.361
crosses,0.2857
corner_kicks,-0.005
passes_intercepted,-0.456
passes_blocked,-0.0245
dispossessed,0.4024
goals,-0.0767
assists,-0.1163
pens_made,-0.2258
pens_att,-0.2444
shots_total,0.221
shots_on_target,0.1958
sca,-0.0288
gca,-0.3146
xg,-0.0168
crosses_into_penalty_area,0.0066
passes_into_final_third,-0.5488
passes_into_penalty_area,-0.2849
progressive_passes,-0.5816
carry_progressive_distance,-0.0066
assisted_shots,-0.2891
fouled,0.5499
pens_won,-0.3681
tackles,-0.3805
interceptions,-0.1618
blocks,-0.0843
tackles_won,-0.5723
dribble_tackles,-0.5338
dribbles_vs,-0.3148
pressures,-0.0296
pressure_regains,-0.3162
clearances,-0.518
errors,-0.5331
aerials_won,-0.5662
aerials_lost,-0.4076
ball_recoveries,-0.4704
pens_conceded,-0.4889
fouls,-0.542
cards_yellow_red,-0.3235
