position,FW
minutes,-0.7672
passes_completed,-0.7495
passes,-0.7706
dribbles_completed,-0.434
dribbles,-0.4523
passes_completed_short,-0.6929
passes_short,-0.6791
passes_completed_medium,-0.7283
passes_medium,-0.7368
passes_completed_long,-0.6927
passes_long,-0.7022
passes_total_distance,-0.756
passes_free_kicks,-0.6158
through_balls,-0.5
passes_pressure,-0.713
passes_switches,-0.6894
crosses,-0.5519
corner_kicks,-0.3242
passes_intercepted,-0.8134
passes_blocked,-0.6225
dispossessed,-0.3908
goals,-0.3403
assists,-0.3472
pens_made,-0.2258
pens_att,0.3272
shots_total,0.0446
shots_on_target,0.0927
sca,-0.4688
gca,-0.3146
xg,0.1134
crosses_into_penalty_area,-0.5536
passes_into_final_third,-0.6698
passes_into_penalty_area,-0.5288
progressive_passes,-0.6768
carry_progressive_distance,-0.7608
assisted_shots,-0.4819
fouled,-0.5421
pens_won,1.9053
tackles,-0.6252
interceptions,-0.7673
blocks,-0.7013
tackles_won,-0.69
dribble_tackles,-0.6943
dribbles_vs,-0.5055
pressures,-0.4595
pressure_regains,-0.6323
clearances,-0.477
errors,0.2502
aerials_won,0.0074
aerials_lost,-0.1789
ball_recoveries,-0.7468
pens_conceded,-0.4889
fouls,-0.3808
cards_yellow_red,-0.3235
