position,GK
minutes,0.1139
passes_completed,-0.1375
passes,-0.1452
dribbles_completed,-0.6103
dribbles,-0.635
passes_completed_short,-0.6639
passes_short,-0.7012
passes_completed_medium,-0.0982
passes_medium,-0.2069
passes_completed_long,1.0486
passes_long,0.9491
passes_total_distance,0.3074
passes_free_kicks,0.7489
through_balls,-0.5
passes_pressure,-0.5377
passes_switches,-0.2698
crosses,-0.6066
corner_kicks,-0.3242
passes_intercepted,-0.6148
passes_blocked,-0.797
dispossessed,-0.7273
goals,-0.4721
assists,-0.5781
pens_made,-0.2258
pens_att,-0.2444
shots_total,-0.6611
shots_on_target,-0.5775
sca,-0.73
gca,-0.6302
xg,-0.5088
crosses_into_penalty_area,-0.5536
passes_into_final_third,-0.6884
passes_into_penalty_area,-0.6507
progressive_passes,-0.7807
carry_progressive_distance,-0.4857
assisted_shots,-0.6747
fouled,-0.7707
pens_won,-0.3681
tackles,-0.8512
interceptions,-0.8029
blocks,-0.8928
tackles_won,-0.8371
dribble_tackles,-0.8012
dribbles_vs,-0.7916
pressures,-0.9067
pressure_regains,-0.9089
clearances,-0.6002
errors,0.2502
aerials_won,-0.6772
aerials_lost,-0.761
ball_recoveries,-0.3172
pens_conceded,0.7569
fouls,-0.8915
cards_yellow_red,-0.3235
