position,CM
minutes,2.5649
passes_completed,4.1543
passes,4.1468
dribbles_completed,2.2599
dribbles,1.7559
passes_completed_short,3.3167
passes_short,3.2873
passes_completed_medium,4.1011
passes_medium,4.089
passes_completed_long,4.8013
passes_long,4.2767
passes_total_distance,4.4851
passes_free_kicks,8.0154
through_balls,1.8485
passes_pressure,4.2272
passes_switches,7.8848
crosses,1.706
corner_kicks,11.0192
passes_intercepted,5.1443
passes_blocked,2.3676
dispossessed,1.6763
goals,2.6914
assists,3.347
pens_made,10.6882
pens_att,10.0438
shots_total,1.4168
shots_on_target,1.433
sca,4.3706
gca,3.6826
xg,2.4718
crosses_into_penalty_area,0.5668
passes_into_final_third,6.4874
passes_into_penalty_area,2.5807
progressive_passes,6.5351
carry_progressive_distance,2.517
assisted_shots,4.9989
fouled,4.5879
pens_won,0.7686
tackles,3.0083
interceptions,2.6163
blocks,2.1282
tackles_won,3.7821
dribble_tackles,2.9955
dribbles_vs,4.6247
pressures,3.5846
pressure_regains,3.0034
clearances,0.1493
errors,3.3832
aerials_won,0.2849
aerials_lost,0.2785
ball_recoveries,3.0823
pens_conceded,0.7569
fouls,1.7158
cards_yellow_red,2.2462
