position,CB
minutes,2.1943
passes_completed,3.3795
passes,2.9865
dribbles_completed,0.4724
dribbles,0.3244
passes_completed_short,2.3879
passes_short,2.3306
passes_completed_medium,4.225
passes_medium,3.9334
passes_completed_long,2.3895
passes_long,1.4479
passes_total_distance,3.3256
passes_free_kicks,1.5789
through_balls,0.1405
passes_pressure,2.7237
passes_switches,0.8795
crosses,-0.1149
corner_kicks,-0.2996
passes_intercepted,0.9342
passes_blocked,1.321
dispossessed,0.2582
goals,0.187
assists,0.1146
pens_made,-0.2258
pens_att,-0.2444
shots_total,0.0642
shots_on_target,0.0927
sca,0.0949
gca,0.2114
xg,-0.0602
crosses_into_penalty_area,-0.1802
passes_into_final_third,1.3685
passes_into_penalty_area,-0.102
progressive_passes,1.7993
carry_progressive_distance,3.4714
assisted_shots,-0.2065
fouled,0.7785
pens_won,0.7686
tackles,2.067
interceptions,3.0081
blocks,2.3835
tackles_won,1.8697
dribble_tackles,1.6052
dribbles_vs,0.8867
pressures,0.8302
pressure_regains,1.3041
clearances,3.3425
errors,3.3832
aerials_won,3.5597
aerials_lost,2.2537
ball_recoveries,2.8619
pens_conceded,0.7569
fouls,0.6944
cards_yellow_red,-0.3235
