position,LB
minutes,0.6264
passes_completed,0.0547
passes,0.1772
dribbles_completed,0.8752
dribbles,1.1011
passes_completed_short,0.153
passes_short,0.2168
passes_completed_medium,0.0711
passes_medium,0.1901
passes_completed_long,-0.2411
passes_long,-0.1148
passes_total_distance,-0.0422
passes_free_kicks,-0.3392
through_balls,-0.073
passes_pressure,0.247
passes_switches,-0.3793
crosses,0.3585
corner_kicks,-0.3242
passes_intercepted,0.7356
passes_blocked,1.4705
dispossessed,1.0033
goals,0.0551
assists,0.3454
pens_made,-0.2258
pens_att,-0.2444
shots_total,-0.2691
shots_on_target,-0.2682
sca,0.0399
gca,0.1062
xg,-0.2917
crosses_into_penalty_area,0.6602
passes_into_final_third,0.0283
passes_into_penalty_area,0.0809
progressive_passes,0.1457
carry_progressive_distance,0.692
assisted_shots,0.0965
fouled,0.4229
pens_won,-0.3681
tackles,0.7491
interceptions,0.7998
blocks,0.9368
tackles_won,0.634
dribble_tackles,0.91
dribbles_vs,0.448
pressures,1.1024
pressure_regains,1.1302
clearances,0.2828
errors,0.2502
aerials_won,-0.0111
aerials_lost,0.6735
ball_recoveries,0.5869
pens_conceded,-0.4889
fouls,1.5008
cards_yellow_red,-0.3235
