position,FW
minutes,-0.9331
passes_completed,-0.817
passes,-0.8513
dribbles_completed,-0.6354
dribbles,-0.6198
passes_completed_short,-0.78
passes_short,-0.7932
passes_completed_medium,-0.7757
passes_medium,-0.8016
passes_completed_long,-0.7067
passes_long,-0.7188
passes_total_distance,-0.8001
passes_free_kicks,-0.6158
through_balls,-0.5
passes_pressure,-0.8182
passes_switches,-0.6894
crosses,-0.6066
corner_kicks,-0.3242
passes_intercepted,-0.8134
passes_blocked,-0.6973
dispossessed,-0.6792
goals,-0.4721
assists,-0.5781
pens_made,-0.2258
pens_att,-0.2444
shots_total,-0.5827
shots_on_target,-0.526
sca,-0.6475
gca,-0.525
xg,-0.3641
crosses_into_penalty_area,-0.5536
passes_into_final_third,-0.6977
passes_into_penalty_area,-0.6507
progressive_passes,-0.7547
carry_progressive_distance,-0.8221
assisted_shots,-0.6196
fouled,-0.6691
pens_won,-0.3681
tackles,-0.757
interceptions,-0.7673
blocks,-0.7864
tackles_won,-0.7194
dribble_tackles,-0.8012
dribbles_vs,-0.8297
pressures,-0.7403
pressure_regains,-0.7193
clearances,-0.5591
errors,-0.5331
aerials_won,-0.4182
aerials_lost,-0.3452
ball_recoveries,-0.8738
pens_conceded,-0.4889
fouls,-0.8108
cards_yellow_red,-0.3235
