position,RW
minutes,-0.7521
passes_completed,-0.6264
passes,-0.6466
dribbles_completed,-0.4592
dribbles,-0.3609
passes_completed_short,-0.5146
passes_short,-0.5081
passes_completed_medium,-0.6591
passes_medium,-0.6768
passes_completed_long,-0.6136
passes_long,-0.608
passes_total_distance,-0.6605
passes_free_kicks,-0.542
through_balls,0.1405
passes_pressure,-0.507
passes_switches,-0.507
crosses,-0.4609
corner_kicks,-0.0787
passes_intercepted,-0.734
passes_blocked,-0.4481
dispossessed,-0.3427
goals,-0.0767
assists,-0.3472
pens_made,-0.2258
pens_att,-0.2444
shots_total,-0.2495
shots_on_target,-0.2682
sca,-0.3863
gca,-0.4198
xg,-0.3351
crosses_into_penalty_area,-0.3669
passes_into_final_third,-0.3999
passes_into_penalty_area,-0.2849
progressive_passes,-0.3824
carry_progressive_distance,-0.6519
assisted_shots,-0.4268
fouled,-0.3135
pens_won,-0.3681
tackles,-0.4935
interceptions,-0.696
blocks,-0.68
tackles_won,-0.3663
dribble_tackles,-0.6943
dribbles_vs,-0.639
pressures,-0.5589
pressure_regains,-0.49
clearances,-0.5386
errors,-0.5331
aerials_won,-0.3812
aerials_lost,-0.5323
ball_recoveries,-0.687
pens_conceded,-0.4889
fouls,-0.6496
cards_yellow_red,-0.3235
