position,WB
minutes,-0.1497
passes_completed,-0.3407
passes,-0.3116
dribbles_completed,1.0011
dribbles,0.9488
passes_completed_short,-0.0854
passes_short,-0.0444
passes_completed_medium,-0.5025
passes_medium,-0.4581
passes_completed_long,-0.4599
passes_long,-0.4584
passes_total_distance,-0.4435
passes_free_kicks,-0.4867
through_balls,0.354
passes_pressure,0.1812
passes_switches,-0.361
crosses,0.0854
corner_kicks,-0.2014
passes_intercepted,0.1795
passes_blocked,0.125
dispossessed,0.3303
goals,-0.2085
assists,0.5763
pens_made,-0.2258
pens_att,-0.2444
shots_total,-0.0926
shots_on_target,-0.062
sca,0.2599
gca,0.8425
xg,0.0555
crosses_into_penalty_area,-0.3669
passes_into_final_third,-0.2044
passes_into_penalty_area,0.2333
progressive_passes,-0.0534
carry_progressive_distance,0.2023
assisted_shots,0.2066
fouled,1.3118
pens_won,3.042
tackles,-0.3993
interceptions,-0.3043
blocks,-0.1907
tackles_won,-0.3663
dribble_tackles,-0.6408
dribbles_vs,-0.5055
pressures,-0.0274
pressure_regains,-0.0
clearances,-0.4667
errors,-0.5331
aerials_won,-0.0296
aerials_lost,0.1122
ball_recoveries,-0.2873
pens_conceded,-0.4889
fouls,0.0762
cards_yellow_red,-0.3235
