position,FW
minutes,0.2634
passes_completed,-0.4309
passes,-0.3465
dribbles_completed,0.1199
dribbles,0.0655
passes_completed_short,-0.1767
passes_short,-0.0224
passes_completed_medium,-0.528
passes_medium,-0.4338
passes_completed_long,-0.6136
passes_long,-0.5748
passes_total_distance,-0.5326
passes_free_kicks,-0.5974
through_balls,-0.5
passes_pressure,0.0454
passes_switches,-0.5799
crosses,-0.1331
corner_kicks,-0.2751
passes_intercepted,-0.0588
passes_blocked,0.0502
dispossessed,0.1621
goals,1.1097
assists,-0.3472
pens_made,3.1848
pens_att,4.3282
shots_total,0.7895
shots_on_target,1.2268
sca,-0.0563
gca,-0.3146
xg,1.7195
crosses_into_penalty_area,-0.4603
passes_into_final_third,-0.2789
passes_into_penalty_area,-0.2544
progressive_passes,-0.4084
carry_progressive_distance,-0.4829
assisted_shots,-0.234
fouled,0.4229
pens_won,-0.3681
tackles,-0.5499
interceptions,-0.7673
blocks,-0.5524
tackles_won,-0.484
dribble_tackles,-0.6943
dribbles_vs,-0.62
pressures,0.1367
pressure_regains,0.079
clearances,-0.364
errors,-0.5331
aerials_won,1.5615
aerials_lost,1.2141
ball_recoveries,-0.5376
pens_conceded,0.7569
fouls,1.1245
cards_yellow_red,-0.3235
