position,RB
minutes,0.5557
passes_completed,0.6752
passes,0.7998
dribbles_completed,0.1954
dribbles,0.2787
passes_completed_short,0.7936
passes_short,0.8846
passes_completed_medium,0.703
passes_medium,0.8659
passes_completed_long,0.1267
passes_long,0.2398
passes_total_distance,0.525
passes_free_kicks,0.1772
through_balls,0.354
passes_pressure,0.944
passes_switches,0.2045
crosses,1.1233
corner_kicks,-0.2751
passes_intercepted,2.1654
passes_blocked,1.62
dispossessed,0.3303
goals,-0.3403
assists,0.1146
pens_made,-0.2258
pens_att,-0.2444
shots_total,0.123
shots_on_target,-0.2682
sca,0.4661
gca,0.2114
xg,-0.2049
crosses_into_penalty_area,1.4072
passes_into_final_third,0.5867
passes_into_penalty_area,1.0869
progressive_passes,1.1846
carry_progressive_distance,0.7752
assisted_shots,0.4545
fouled,1.3626
pens_won,-0.3681
tackles,1.6152
interceptions,1.7971
blocks,1.0858
tackles_won,1.193
dribble_tackles,1.8191
dribbles_vs,1.5542
pressures,0.6963
pressure_regains,0.7746
clearances,0.3342
errors,0.2502
aerials_won,0.0999
aerials_lost,0.0082
ball_recoveries,0.7139
pens_conceded,0.7569
fouls,0.9632
cards_yellow_red,-0.3235
