position,LB
minutes,0.9831
passes_completed,2.1235
passes,2.1132
dribbles_completed,3.5188
dribbles,3.1113
passes_completed_short,2.4252
passes_short,2.3233
passes_completed_medium,1.9559
passes_medium,2.0569
passes_completed_long,1.2162
passes_long,1.2401
passes_total_distance,1.8386
passes_free_kicks,0.4354
through_balls,2.0619
passes_pressure,1.5489
passes_switches,2.0836
crosses,3.2902
corner_kicks,1.6155
passes_intercepted,2.2449
passes_blocked,1.5453
dispossessed,0.8831
goals,-0.2085
assists,0.8072
pens_made,-0.2258
pens_att,-0.2444
shots_total,0.4366
shots_on_target,0.0927
sca,1.8272
gca,1.0529
xg,-0.1615
crosses_into_penalty_area,2.9945
passes_into_final_third,1.9548
passes_into_penalty_area,2.8246
progressive_passes,2.3015
carry_progressive_distance,2.6551
assisted_shots,1.7765
fouled,0.7023
pens_won,0.7686
tackles,1.7846
interceptions,1.0848
blocks,0.7666
tackles_won,1.8108
dribble_tackles,2.033
dribbles_vs,1.8975
pressures,0.6271
pressure_regains,0.7113
clearances,0.3136
errors,0.2502
aerials_won,0.4144
aerials_lost,0.5072
ball_recoveries,1.1323
pens_conceded,0.7569
fouls,1.3933
cards_yellow_red,-0.3235
